# Photo-pion interaction rate with the cosmic infrared and optical background radiation model of Kneiske et al. 2004
# log10(gamma)	1/lambda_proton [1/Mpc]	1/lambda_neutron [1/Mpc]
9.56	2.217077e-05	2.162984e-05
9.60	2.359943e-05	2.304273e-05
9.64	2.526626e-05	2.468867e-05
9.68	2.728447e-05	2.668501e-05
9.72	2.982828e-05	2.921311e-05
9.76	3.315455e-05	3.254066e-05
9.80	3.760515e-05	3.702397e-05
9.84	4.361774e-05	4.311875e-05
9.88	5.176179e-05	5.141700e-05
9.92	6.277344e-05	6.268334e-05
9.96	7.747851e-05	7.777938e-05
10.00	9.666290e-05	9.753076e-05
10.04	1.210348e-04	1.226839e-04
10.08	1.511813e-04	1.538572e-04
10.12	1.875115e-04	1.914778e-04
10.16	2.301196e-04	2.356353e-04
10.20	2.785059e-04	2.857804e-04
10.24	3.314156e-04	3.405361e-04
10.28	3.871407e-04	3.980123e-04
10.32	4.441936e-04	4.565397e-04
10.36	5.014791e-04	5.148623e-04
10.40	5.580530e-04	5.718810e-04
10.44	6.130456e-04	6.265697e-04
10.48	6.655683e-04	6.778920e-04
10.52	7.147238e-04	7.248467e-04
10.56	7.597359e-04	7.666071e-04
10.60	7.998533e-04	8.024230e-04
10.64	8.344340e-04	8.317034e-04
10.68	8.632511e-04	8.543020e-04
10.72	8.862952e-04	8.703724e-04
10.76	9.035914e-04	8.802297e-04
10.80	9.153099e-04	8.843239e-04
10.84	9.217526e-04	8.831701e-04
10.88	9.233147e-04	8.773576e-04
10.92	9.204712e-04	8.675336e-04
10.96	9.136929e-04	8.543348e-04
11.00	9.034932e-04	8.384264e-04
11.04	8.904202e-04	8.204564e-04
11.08	8.749978e-04	8.010167e-04
11.12	8.577313e-04	7.806392e-04
11.16	8.390889e-04	7.597764e-04
11.20	8.195068e-04	7.388274e-04
11.24	7.993878e-04	7.181266e-04
11.28	7.790653e-04	6.979247e-04
11.32	7.588199e-04	6.784097e-04
11.36	7.388797e-04	6.597058e-04
11.40	7.194570e-04	6.419261e-04
11.44	7.008191e-04	6.252485e-04
11.48	6.831895e-04	6.098181e-04
11.52	6.666753e-04	5.956715e-04
11.56	6.513032e-04	5.827673e-04
11.60	6.370483e-04	5.710246e-04
11.64	6.238536e-04	5.603432e-04
11.68	6.116573e-04	5.506253e-04
11.72	6.003960e-04	5.417798e-04
11.76	5.900045e-04	5.337214e-04
11.80	5.804633e-04	5.264143e-04
11.84	5.717424e-04	5.198232e-04
11.88	5.637716e-04	5.138842e-04
11.92	5.564904e-04	5.085332e-04
11.96	5.498578e-04	5.037150e-04
12.00	5.438227e-04	4.993798e-04
12.04	5.383292e-04	4.954815e-04
12.08	5.333273e-04	4.919811e-04
12.12	5.287759e-04	4.888479e-04
12.16	5.246387e-04	4.860546e-04
12.20	5.208821e-04	4.835758e-04
12.24	5.174753e-04	4.813872e-04
12.28	5.143914e-04	4.794678e-04
12.32	5.116072e-04	4.777994e-04
12.36	5.091021e-04	4.763654e-04
12.40	5.068585e-04	4.751518e-04
12.44	5.048606e-04	4.741458e-04
12.48	5.030938e-04	4.733352e-04
12.52	5.015449e-04	4.727092e-04
12.56	5.002018e-04	4.722576e-04
12.60	4.990522e-04	4.719695e-04
12.64	4.980848e-04	4.718355e-04
12.68	4.972895e-04	4.718465e-04
12.72	4.966563e-04	4.719939e-04
12.76	4.961758e-04	4.722693e-04
12.80	4.958393e-04	4.726649e-04
12.84	4.956381e-04	4.731729e-04
12.88	4.955639e-04	4.737860e-04
12.92	4.956110e-04	4.744992e-04
12.96	4.957713e-04	4.753051e-04
13.00	4.960395e-04	4.761995e-04
13.04	4.964112e-04	4.771779e-04
13.08	4.968797e-04	4.782349e-04
13.12	4.974432e-04	4.793690e-04
13.16	4.980964e-04	4.805755e-04
13.20	4.988384e-04	4.818549e-04
13.24	4.996717e-04	4.832094e-04
13.28	5.005935e-04	4.846373e-04
13.32	5.016158e-04	4.861518e-04
13.36	5.027416e-04	4.877550e-04
13.40	5.039711e-04	4.894481e-04
13.44	5.053085e-04	4.912352e-04
13.48	5.067522e-04	4.931151e-04
13.52	5.083071e-04	4.950938e-04
13.56	5.099749e-04	4.971725e-04
13.60	5.117525e-04	4.993481e-04
13.64	5.136359e-04	5.016172e-04
13.68	5.156226e-04	5.039777e-04
13.72	5.177040e-04	5.064201e-04
13.76	5.198723e-04	5.089386e-04
13.80	5.221241e-04	5.115286e-04
13.84	5.244410e-04	5.141720e-04
13.88	5.268162e-04	5.168637e-04
13.92	5.292416e-04	5.195944e-04
13.96	5.317034e-04	5.223516e-04
14.00	5.341945e-04	5.251284e-04
14.04	5.367087e-04	5.279191e-04
14.08	5.392384e-04	5.307164e-04
14.12	5.417822e-04	5.335210e-04
14.16	5.443524e-04	5.363445e-04
14.20	5.469460e-04	5.391839e-04
14.24	5.495766e-04	5.420551e-04
14.28	5.522519e-04	5.449635e-04
14.32	5.549693e-04	5.479064e-04
14.36	5.577218e-04	5.508770e-04
14.40	5.605060e-04	5.538724e-04
14.44	5.633125e-04	5.568823e-04
14.48	5.661322e-04	5.598989e-04
14.52	5.689547e-04	5.629063e-04
14.56	5.716600e-04	5.657774e-04
14.60	5.741646e-04	5.684374e-04
14.64	5.763670e-04	5.707738e-04
14.68	5.781158e-04	5.726395e-04
14.72	5.792620e-04	5.738811e-04
14.76	5.794629e-04	5.741168e-04
14.80	5.781709e-04	5.728062e-04
14.84	5.748051e-04	5.693662e-04
14.88	5.688261e-04	5.632514e-04
14.92	5.593834e-04	5.535745e-04
14.96	5.454538e-04	5.393193e-04
15.00	5.257691e-04	5.191984e-04
15.04	5.015714e-04	4.950181e-04
15.08	4.750019e-04	4.684504e-04
15.12	4.458671e-04	4.393018e-04
15.16	4.144717e-04	4.080040e-04
15.20	3.814053e-04	3.750324e-04
15.24	3.467204e-04	3.405245e-04
15.28	3.119239e-04	3.060373e-04
15.32	2.774786e-04	2.718898e-04
15.36	2.438563e-04	2.386963e-04
15.40	2.121190e-04	2.073897e-04
15.44	1.822161e-04	1.779199e-04
15.48	1.547984e-04	1.509904e-04
15.52	1.300092e-04	1.266394e-04
15.56	1.077508e-04	1.048334e-04
15.60	8.834307e-05	8.584732e-05
15.64	7.146987e-05	6.934475e-05
15.68	5.708406e-05	5.532676e-05
15.72	4.503681e-05	4.358647e-05
15.76	3.497769e-05	3.380147e-05
15.80	2.680636e-05	2.586928e-05
15.84	2.020810e-05	1.946356e-05
15.88	1.493833e-05	1.436328e-05
15.92	1.081342e-05	1.037203e-05
15.96	7.587521e-06	7.253195e-06
16.00	5.109764e-06	4.862178e-06
